timestamp,target_timestamp,dt,odom_start_x,odom_start_y,odom_start_theta,odom_start_theta_abs,odom_actual_x,odom_actual_y,odom_actual_theta,odom_actual_theta_abs,odom_cmd_x,odom_cmd_y,odom_cmd_theta,odom_pred_x,odom_pred_y,odom_pred_theta,cmd_delta_x_body,cmd_delta_y_body,cmd_delta_theta,pred_delta_x_body,pred_delta_y_body,pred_delta_theta,odom_cmd_error_xy,odom_pred_error_xy,odom_cmd_error_theta,odom_pred_error_theta
102.09955,102.19955,0.10000000000000853,-54.15887678456922,9.17355806556835,5.17250759781678,5.308348309359726,-54.04679964616762,9.008556908920212,5.1736849105598335,5.30952562210278,-54.04661619752105,9.00803599273332,5.17250759781678,-54.20021527568158,9.069340257308609,5.17390431241678,0.19999999000001706,0.0,0.0,0.063048325,-0.09270993,0.0013967146,0.0005522744604789194,0.16501809240343682,0.0011773127430538821,0.00021940185694635517
102.19955,102.24954,0.049989999999993984,-54.04679964616762,9.008556908920212,5.1736849105598335,5.30952562210278,-53.95728273840521,8.876918196348413,5.173982903521542,5.309823615064488,-53.99049713005567,8.925291508523104,5.17250759781678,-54.24135380540085,8.964810864831822,5.17428680176678,0.09997999500098796,0.0,0.0,0.06328887,-0.09280782,0.00038248935,0.058678557782722594,0.29735751592514675,0.0014753057047620644,0.0003038982452379102
102.24954,102.299545,0.050004999999998745,-53.95728273840521,8.876918196348413,5.173982903521542,5.309823615064488,-53.89536938493603,8.785954332783838,5.174342504006517,5.310183215549463,-53.934361223502236,8.842522196001955,5.17250759781678,-54.282209434626914,8.860560166602156,5.174376247666779,0.10000999499949749,0.0,0.0,0.063182205,-0.09244133,8.94459e-05,0.06870434210322157,0.39396859581008536,0.00183490618973714,3.374366026243081e-05
102.299545,102.34955,0.050004999999998745,-53.89536938493603,8.785954332783838,5.174342504006517,5.310183215549463,-53.821869043194134,8.678134327091026,5.175245330047439,5.311086041590385,-53.8782253169488,8.759752883480806,5.17250759781678,-54.322965010229126,8.756431118671339,5.174896097436779,0.10000999499949749,0.0,0.0,0.0631297,-0.09229581,0.00051984977,0.09918476868280965,0.5071760599146066,0.0027377322306589846,0.0003492326106595556
102.34955,102.39954,0.049990000000008195,-53.821869043194134,8.678134327091026,5.175245330047439,5.311086041590385,-53.75744543564729,8.583786555756753,5.176095535663674,5.311936247206621,-53.82210624948341,8.677008399270566,5.17250759781678,-54.36378361007533,8.651666364095272,5.175796814136779,0.09997999500101638,0.0,0.0,0.063571475,-0.09273877,0.0009007167,0.11345189709327597,0.6101259297463117,0.0035879378468948175,0.0002987215268950294
102.39954,102.44955,0.05001000000000033,-53.75744543564729,8.583786555756753,5.176095535663674,5.311936247206621,-53.696185736931824,8.494207049308798,5.1765164836623025,5.312357195205249,-53.765964729900624,8.594230810645772,5.17250759781678,-54.404291421174605,8.547288004733275,5.17664328713678,0.10001999499900066,0.0,0.0,0.06334414,-0.09232142,0.000846473,0.12195843837855498,0.7100924220731502,0.004008885845522947,0.0001268034744770219
102.44955,102.49954,0.049989999999993984,-53.696185736931824,8.494207049308798,5.1765164836623025,5.312357195205249,-53.638207938253444,8.409526731170136,5.1771700594738865,5.313010771016833,-53.70984566243525,8.511486326435557,5.17250759781678,-54.444655113898705,8.443087870985167,5.1768577196967795,0.09997999500098796,0.0,0.0,0.06320027,-0.09215542,0.00021443256,0.1246102828527285,0.8071452144514651,0.004662461657106931,0.0003123397771069847
102.49954,102.549545,0.050004999999998745,-53.638207938253444,8.409526731170136,5.1771700594738865,5.313010771016833,-53.58872705325639,8.337338797929387,5.17753614318116,5.3133768547241065,-53.65370975588181,8.428717013914408,5.17250759781678,-54.48511625763985,8.338377986384101,5.177716487396779,0.10000999499949749,0.0,0.0,0.063546084,-0.09253734,0.0008587677,0.11212818556058533,0.8963898067514253,0.005028545364380577,0.00018034421561896607
102.549545,102.59955,0.050004999999998745,-53.58872705325639,8.337338797929387,5.17753614318116,5.3133768547241065,-53.438978593895555,8.119188558852358,5.1785958897249325,5.314436601267879,-53.59757384932838,8.345947701393259,5.17250759781678,-54.52511357923051,8.234482103497937,5.17792434499678,0.10000999499949749,0.0,0.0,0.063057646,-0.09174897,0.0002078576,0.2767167573019146,1.0922370657533609,0.006088291908152854,0.0006715447281528952
102.59955,102.64954,0.049990000000008195,-53.438978593895555,8.119188558852358,5.1785958897249325,5.314436601267879,-53.42286063782106,8.095725855088272,5.1784267810575395,5.314267492600486,-53.54145478186299,8.263203217183019,5.17250759781678,-54.56499591434293,8.130517566481176,5.17779742490678,0.09997999500101638,0.0,0.0,0.06316024,-0.091706105,-0.00012692009,0.20521510133333917,1.142665066000241,0.0059191832407599065,0.0006293561507595413
102.64954,102.69955,0.05001000000000033,-53.42286063782106,8.095725855088272,5.1784267810575395,5.314267492600486,-53.313904695842496,7.937345281627749,5.179901935133036,5.315742646675982,-53.4853132622802,8.180425628558226,5.17250759781678,-54.605003416724465,8.026517928971533,5.17722078050678,0.10001999499900066,0.0,0.0,0.06313002,-0.09182116,-0.0005766444,0.2974373071961046,1.2941745122267536,0.007394337316256383,0.002681154626255733
102.69955,102.74954,0.049989999999993984,-53.313904695842496,7.937345281627749,5.179901935133036,5.315742646675982,-53.25909461221942,7.8579112500909964,5.180874177561911,5.3167148891048575,-53.429194194814826,8.09768114434801,5.17250759781678,-54.645064177209825,7.922101433098725,5.1786483684067806,0.09997999500098796,0.0,0.0,0.063496746,-0.092064284,0.0014275879,0.2939786900289727,1.387455229790949,0.008366579745131553,0.002225809155130598
102.74954,102.799545,0.050004999999998745,-53.25909461221942,7.8579112500909964,5.180874177561911,5.3167148891048575,-53.19078313783005,7.759058085421227,5.181484278676681,5.317324990219627,-53.37305828826139,8.014911831826861,5.17250759781678,-54.6848136108426,7.817732463979177,5.17934865144678,0.10000999499949749,0.0,0.0,0.06350241,-0.09187134,0.00070028304,0.31414227670685346,1.4951821751844379,0.008976680859901442,0.002135627229900905
102.799545,102.84955,0.050004999999998745,-53.19078313783005,7.759058085421227,5.181484278676681,5.317324990219627,-53.174489450002,7.735499517253864,5.181711228562486,5.3175519401054325,-53.316922381707954,7.932142519305713,5.17250759781678,-54.72457654047891,7.7126728881450175,5.17913333096678,0.10000999499949749,0.0,0.0,0.063999295,-0.092318445,-0.00021532048,0.24280776406514823,1.5502551541793488,0.009203630745706626,0.0025778975957058137
102.84955,102.89954,0.049990000000008195,-53.174489450002,7.735499517253864,5.181711228562486,5.3175519401054325,-53.046482256971544,7.55045615727467,5.181433112068458,5.317273823611404,-53.260803314242565,7.849398035095474,5.17250759781678,-54.76394042544682,7.608225214419245,5.180807456866781,0.09997999500101638,0.0,0.0,0.06374121,-0.09162909,0.0016741259,0.36783115950772427,1.7184294644895437,0.008925514251678202,0.0006256552016772332
102.89954,102.94955,0.05001000000000033,-53.046482256971544,7.55045615727467,5.181433112068458,5.317273823611404,-53.02093064581746,7.513498172004322,5.181579900446222,5.317420611989168,-53.20466179465978,7.766620446470681,5.17250759781678,-54.80329870352419,7.503736756432451,5.180119988416781,0.10001999499900066,0.0,0.0,0.06362447,-0.09175423,-0.00068746845,0.31277471267022455,1.7823947874607469,0.009072302629442142,0.0014599120294409573
102.94955,102.99954,0.049989999999993984,-53.02093064581746,7.513498172004322,5.181579900446222,5.317420611989168,-52.94455955055457,7.403258056990012,5.183126296939245,5.318967008482192,-53.1485427271944,7.6838759622604655,5.17250759781678,-54.84247677572592,7.399748085595497,5.181353891516781,0.09997999500098796,0.0,0.0,0.063378334,-0.09127843,0.0012339031,0.346922967112951,1.897920470805165,0.010618699122465713,0.0017724054224643737
102.99954,103.049545,0.050004999999998745,-52.94455955055457,7.403258056990012,5.183126296939245,5.318967008482192,-52.91742041925555,7.364173915891751,5.183529588844318,5.3193703003872645,-53.09240682064097,7.601106649739317,5.17250759781678,-54.88174462761072,7.294670054054575,5.182923578916781,0.10000999499949749,0.0,0.0,0.06411073,-0.09204983,0.0015696874,0.2945460253310172,1.9655534544602078,0.011021991027538647,0.0006060099275373432
103.049545,103.09955,0.050004999999998745,-52.91742041925555,7.364173915891751,5.183529588844318,5.3193703003872645,-52.870581278262414,7.296847554095319,5.1843691239949425,5.320209835537889,-53.03627091408753,7.518337337218169,5.17250759781678,-54.920590581777745,7.1900324017925135,5.183980775916781,0.10000999499949749,0.0,0.0,0.06384473,-0.0915527,0.001057197,0.27660581962002756,2.052790203908058,0.01186152617816294,0.0003883480781619042
